"","prename","week_end","age","numtotal_atleast1dose","numtotal_partially","numtotal_fully","numtotal_additional","numtotal_2nd_additional","numtotal_recent_fullyoradditional","proptotal_atleast1dose","proptotal_partially","proptotal_fully","proptotal_additional","proptotal_2nd_additional","proptotal_recent_fullyoradditional","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Unnamed: 22","Unnamed: 23","Unnamed: 24"
"4797","Canada",2021-11-13,"70–79",2952359,44865,2907494,NA,NA,NA,94.2,1.4,92.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4798","Canada",2021-11-13,"80+",1627069,38558,1588511,NA,NA,NA,94.9,2.2,92.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4799","Canada",2021-11-13,"All ages",29876775,1183455,28693320,NA,NA,NA,78.1,3.1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4800","Newfoundland and Labrador",2021-11-13,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4801","Newfoundland and Labrador",2021-11-13,"05–11",38,6,32,NA,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4802","Newfoundland and Labrador",2021-11-13,"12–17",31407,2825,28582,NA,NA,NA,NA,9,90.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4803","Newfoundland and Labrador",2021-11-13,"18–29",62244,6285,55959,NA,NA,NA,92.3,9.3,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4804","Newfoundland and Labrador",2021-11-13,"30–39",57640,5158,52482,NA,NA,NA,98.2,8.8,89.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4805","Newfoundland and Labrador",2021-11-13,"40–49",65011,4046,60965,NA,NA,NA,NA,6.2,93.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4806","Newfoundland and Labrador",2021-11-13,"50–59",80082,3806,76276,NA,NA,NA,97.7,4.6,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4807","Newfoundland and Labrador",2021-11-13,"60–69",81191,2641,78550,NA,NA,NA,98.5,3.2,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4808","Newfoundland and Labrador",2021-11-13,"70–79",55091,1567,53524,NA,NA,NA,97.3,2.8,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4809","Newfoundland and Labrador",2021-11-13,"80+",22550,1021,21529,NA,NA,NA,95.6,4.3,91.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4810","Newfoundland and Labrador",2021-11-13,"All ages",455271,27361,427910,NA,NA,NA,87.5,5.3,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4811","Prince Edward Island",2021-11-13,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4812","Prince Edward Island",2021-11-13,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4813","Prince Edward Island",2021-11-13,"12–17",9595,746,8849,NA,NA,NA,87.4,6.8,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4814","Prince Edward Island",2021-11-13,"18–29",24420,1956,22464,NA,NA,NA,86,6.9,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4815","Prince Edward Island",2021-11-13,"30–39",18146,1121,17025,NA,NA,NA,94.6,5.8,88.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4816","Prince Edward Island",2021-11-13,"40–49",18556,855,17701,NA,NA,NA,93.3,4.3,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4817","Prince Edward Island",2021-11-13,"50–59",21208,660,20548,NA,NA,NA,95.4,3,92.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4818","Prince Edward Island",2021-11-13,"60–69",21844,487,21357,NA,NA,NA,NA,2.2,97.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4819","Prince Edward Island",2021-11-13,"70–79",15238,241,14997,NA,NA,NA,98.7,1.6,97.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4820","Prince Edward Island",2021-11-13,"80+",7718,153,7565,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4821","Prince Edward Island",2021-11-13,"All ages",136866,6274,130592,NA,NA,NA,83.3,3.8,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4822","Nova Scotia",2021-11-13,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4823","Nova Scotia",2021-11-13,"05–11",1,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4824","Nova Scotia",2021-11-13,"12–17",54657,4093,50564,NA,NA,NA,94,7,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4825","Nova Scotia",2021-11-13,"18–29",127857,11569,116288,NA,NA,NA,86.1,7.8,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4826","Nova Scotia",2021-11-13,"30–39",108933,7583,101350,NA,NA,NA,87.6,6.1,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4827","Nova Scotia",2021-11-13,"40–49",108784,5412,103372,NA,NA,NA,91.9,4.6,87.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4828","Nova Scotia",2021-11-13,"50–59",133158,5079,128079,NA,NA,NA,93.8,3.6,90.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4829","Nova Scotia",2021-11-13,"60–69",138888,3836,135052,NA,NA,NA,95.4,2.6,92.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4830","Nova Scotia",2021-11-13,"70–79",94856,1904,92952,NA,NA,NA,95.7,1.9,93.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4831","Nova Scotia",2021-11-13,"80+",46939,1300,45639,NA,NA,NA,97.1,2.7,94.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4832","Nova Scotia",2021-11-13,"All ages",814073,40776,773297,NA,NA,NA,82.1,4.1,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4833","New Brunswick",2021-11-13,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4834","New Brunswick",2021-11-13,"05–11",722,118,604,NA,NA,NA,1.3,0.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4835","New Brunswick",2021-11-13,"12–17",42918,3159,39759,NA,NA,NA,88.5,6.5,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4836","New Brunswick",2021-11-13,"18–29",93300,10292,83008,NA,NA,NA,88.5,9.8,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4837","New Brunswick",2021-11-13,"30–39",81347,7034,74313,NA,NA,NA,87.7,7.6,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4838","New Brunswick",2021-11-13,"40–49",89894,5123,84771,NA,NA,NA,90.4,5.2,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4839","New Brunswick",2021-11-13,"50–59",105757,4323,101434,NA,NA,NA,91.1,3.7,87.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4840","New Brunswick",2021-11-13,"60–69",112761,3244,109517,NA,NA,NA,94.6,2.7,91.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4841","New Brunswick",2021-11-13,"70–79",78762,1791,76971,NA,NA,NA,97.6,2.2,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4842","New Brunswick",2021-11-13,"80+",39991,1605,38386,NA,NA,NA,NA,4,96.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4843","New Brunswick",2021-11-13,"All ages",645577,36761,608816,NA,NA,NA,81.8,4.7,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4844","Quebec",2021-11-13,"0–4",161,161,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4845","Quebec",2021-11-13,"05–11",101,101,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4846","Quebec",2021-11-13,"12–17",471185,21365,449820,NA,NA,NA,89,4,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4847","Quebec",2021-11-13,"18–29",1035080,52387,982693,NA,NA,NA,85.3,4.3,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4848","Quebec",2021-11-13,"30–39",967518,40361,927157,NA,NA,NA,85.8,3.6,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4849","Quebec",2021-11-13,"40–49",1000388,26567,973821,NA,NA,NA,88.9,2.4,86.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4850","Quebec",2021-11-13,"50–59",1039351,18590,1020761,NA,NA,NA,89.6,1.6,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4851","Quebec",2021-11-13,"60–69",1105511,11945,1093566,NA,NA,NA,94.4,1,93.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4852","Quebec",2021-11-13,"70–79",764417,6068,758349,NA,NA,NA,97.6,0.8,96.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4853","Quebec",2021-11-13,"80+",416539,4712,411827,NA,NA,NA,98.2,1.1,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4854","Quebec",2021-11-13,"All ages",6800256,182257,6617999,NA,NA,NA,79,2.1,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4855","Ontario",2021-11-13,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4856","Ontario",2021-11-13,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4857","Ontario",2021-11-13,"12–17",852368,43258,809110,NA,NA,NA,88.6,4.5,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4858","Ontario",2021-11-13,"18–29",2094217,122214,1972003,NA,NA,NA,85.3,5,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4859","Ontario",2021-11-13,"30–39",1753314,81692,1671622,NA,NA,NA,84.4,3.9,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4860","Ontario",2021-11-13,"40–49",1638529,54999,1583530,NA,NA,NA,88.3,3,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4861","Ontario",2021-11-13,"50–59",1837966,46905,1791061,NA,NA,NA,91,2.3,88.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4862","Ontario",2021-11-13,"60–69",1655756,31008,1624748,NA,NA,NA,91.3,1.7,89.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4863","Ontario",2021-11-13,"70–79",1082967,16436,1066531,NA,NA,NA,91.7,1.4,90.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4864","Ontario",2021-11-13,"80+",614028,15556,598472,NA,NA,NA,91,2.3,88.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4865","Ontario",2021-11-13,"All ages",11565749,415749,11150000,NA,NA,NA,78,2.8,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4866","Manitoba",2021-11-13,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4867","Manitoba",2021-11-13,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4868","Manitoba",2021-11-13,"12–17",83067,5155,77912,NA,NA,NA,81.9,5.1,76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4869","Manitoba",2021-11-13,"18–29",199091,11695,187396,NA,NA,NA,87.2,5.1,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4870","Manitoba",2021-11-13,"30–39",165292,7522,157770,NA,NA,NA,84.6,3.9,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4871","Manitoba",2021-11-13,"40–49",151482,5044,146438,NA,NA,NA,88.7,3,85.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4872","Manitoba",2021-11-13,"50–59",151151,3761,147390,NA,NA,NA,90.1,2.2,87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4873","Manitoba",2021-11-13,"60–69",148903,2460,146443,NA,NA,NA,94.5,1.6,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4874","Manitoba",2021-11-13,"70–79",97170,1376,95794,NA,NA,NA,98.3,1.4,96.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4875","Manitoba",2021-11-13,"80+",56893,1126,55767,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4876","Manitoba",2021-11-13,"All ages",1053146,38203,1014943,NA,NA,NA,76.1,2.8,73.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4877","Saskatchewan",2021-11-13,"0–4",8,8,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4878","Saskatchewan",2021-11-13,"05–11",2137,511,1626,NA,NA,NA,1.9,0.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4879","Saskatchewan",2021-11-13,"12–17",73786,7564,66222,NA,NA,NA,82.6,8.5,74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4880","Saskatchewan",2021-11-13,"18–29",147920,15786,132134,NA,NA,NA,83,8.9,74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4881","Saskatchewan",2021-11-13,"30–39",141821,10760,131061,NA,NA,NA,82.6,6.3,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4882","Saskatchewan",2021-11-13,"40–49",125310,7048,118262,NA,NA,NA,85.7,4.8,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4883","Saskatchewan",2021-11-13,"50–59",122624,5479,117145,NA,NA,NA,87.8,3.9,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4884","Saskatchewan",2021-11-13,"60–69",127273,4007,123266,NA,NA,NA,91.2,2.9,88.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4885","Saskatchewan",2021-11-13,"70–79",75841,1990,73851,NA,NA,NA,92.8,2.4,90.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4886","Saskatchewan",2021-11-13,"80+",48690,1626,47064,NA,NA,NA,96.4,3.2,93.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4887","Saskatchewan",2021-11-13,"All ages",865526,54846,810680,NA,NA,NA,73.4,4.6,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4888","Alberta",2021-11-13,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4889","Alberta",2021-11-13,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4890","Alberta",2021-11-13,"12–17",260765,21507,239258,NA,NA,NA,80.8,6.7,74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4891","Alberta",2021-11-13,"18–29",559310,52893,506417,NA,NA,NA,82.2,7.8,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4892","Alberta",2021-11-13,"30–39",586541,41723,544818,NA,NA,NA,82,5.8,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4893","Alberta",2021-11-13,"40–49",525219,27428,497791,NA,NA,NA,84.8,4.4,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4894","Alberta",2021-11-13,"50–59",485938,20528,465410,NA,NA,NA,88.9,3.8,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4895","Alberta",2021-11-13,"60–69",443525,13910,429615,NA,NA,NA,90.7,2.8,87.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4896","Alberta",2021-11-13,"70–79",248786,5658,243128,NA,NA,NA,90.8,2.1,88.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4897","Alberta",2021-11-13,"80+",130578,3593,126985,NA,NA,NA,90.5,2.5,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4898","Alberta",2021-11-13,"All ages",3272662,196510,3076152,NA,NA,NA,73.7,4.4,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4899","British Columbia",2021-11-13,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4900","British Columbia",2021-11-13,"05–11",3876,484,3392,NA,NA,NA,1.1,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4901","British Columbia",2021-11-13,"12–17",264189,18214,245975,NA,NA,NA,86.9,6,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4902","British Columbia",2021-11-13,"18–29",727179,50152,677027,NA,NA,NA,89.6,6.2,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4903","British Columbia",2021-11-13,"30–39",668718,36049,632669,NA,NA,NA,87.7,4.7,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4904","British Columbia",2021-11-13,"40–49",583354,23729,559625,NA,NA,NA,88.7,3.6,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4905","British Columbia",2021-11-13,"50–59",626146,20019,606127,NA,NA,NA,87.1,2.8,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4906","British Columbia",2021-11-13,"60–69",626805,13950,612855,NA,NA,NA,90.9,2,88.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4907","British Columbia",2021-11-13,"70–79",434068,7732,426336,NA,NA,NA,94.8,1.7,93.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4908","British Columbia",2021-11-13,"80+",241558,7829,233729,NA,NA,NA,NA,3.2,96.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4909","British Columbia",2021-11-13,"All ages",4175893,178158,3997735,NA,NA,NA,80.1,3.4,76.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4910","Yukon",2021-11-13,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4911","Yukon",2021-11-13,"05–11",36,6,30,NA,NA,NA,1.1,0.2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4912","Yukon",2021-11-13,"12–17",2157,148,2009,NA,NA,NA,80.3,5.5,74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4913","Yukon",2021-11-13,"18–29",5574,417,5157,NA,NA,NA,88.7,6.6,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4914","Yukon",2021-11-13,"30–39",6749,407,6342,NA,NA,NA,90,5.4,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4915","Yukon",2021-11-13,"40–49",5325,232,5093,NA,NA,NA,88.4,3.9,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4916","Yukon",2021-11-13,"50–59",5095,188,4907,NA,NA,NA,87,3.2,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917","Yukon",2021-11-13,"60–69",5103,117,4986,NA,NA,NA,91.6,2.1,89.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4918","Yukon",2021-11-13,"70–79",2611,34,2577,NA,NA,NA,95.3,1.2,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4919","Yukon",2021-11-13,"80+",827,6,821,NA,NA,NA,92.4,0.7,91.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4920","Yukon",2021-11-13,"All ages",33544,1590,31954,NA,NA,NA,77.8,3.7,74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4921","Northwest Territories",2021-11-13,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4922","Northwest Territories",2021-11-13,"05–11",61,0,61,NA,NA,NA,1.5,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4923","Northwest Territories",2021-11-13,"12–17",2791,240,2551,NA,NA,NA,82.3,7.1,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4924","Northwest Territories",2021-11-13,"18–29",5685,500,5185,NA,NA,NA,79.9,7,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4925","Northwest Territories",2021-11-13,"30–39",5967,392,5575,NA,NA,NA,84.4,5.5,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4926","Northwest Territories",2021-11-13,"40–49",5197,228,4969,NA,NA,NA,87.6,3.8,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4927","Northwest Territories",2021-11-13,"50–59",5392,226,5166,NA,NA,NA,88.7,3.7,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4928","Northwest Territories",2021-11-13,"60–69",3964,90,3874,NA,NA,NA,89.5,2,87.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4929","Northwest Territories",2021-11-13,"70–79",1828,29,1799,NA,NA,NA,94.5,1.5,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4930","Northwest Territories",2021-11-13,"80+",584,18,566,NA,NA,NA,93.9,2.9,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4931","Northwest Territories",2021-11-13,"All ages",31540,1749,29791,NA,NA,NA,72.6,4,68.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4932","Nunavut",2021-11-13,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4933","Nunavut",2021-11-13,"05–11",8,0,8,NA,NA,NA,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4934","Nunavut",2021-11-13,"12–17",3420,464,2956,NA,NA,NA,77,10.4,66.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4935","Nunavut",2021-11-13,"18–29",6541,990,5551,NA,NA,NA,87.4,13.2,74.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4936","Nunavut",2021-11-13,"30–39",5360,636,4724,NA,NA,NA,89.4,10.6,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4937","Nunavut",2021-11-13,"40–49",4175,437,3738,NA,NA,NA,92.4,9.7,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4938","Nunavut",2021-11-13,"50–59",3983,381,3602,NA,NA,NA,94.5,9,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4939","Nunavut",2021-11-13,"60–69",2148,196,1952,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4940","Nunavut",2021-11-13,"70–79",724,39,685,NA,NA,NA,NA,5.4,94.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4941","Nunavut",2021-11-13,"80+",174,13,161,NA,NA,NA,82.1,6.1,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4942","Nunavut",2021-11-13,"All ages",26672,3221,23451,NA,NA,NA,67.7,8.2,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4943","Canada",2021-11-20,"0–4",161,161,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4944","Canada",2021-11-20,"05–11",6236,1058,5178,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4945","Canada",2021-11-20,"12–17",2160997,120605,2040392,NA,NA,NA,87.5,4.9,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4946","Canada",2021-11-20,"18–29",5114244,314211,4800033,NA,NA,NA,86.1,5.3,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4947","Canada",2021-11-20,"30–39",4588259,221917,4366342,NA,NA,NA,85.5,4.1,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4948","Canada",2021-11-20,"40–49",4334763,148516,4186247,NA,NA,NA,88.6,3,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4949","Canada",2021-11-20,"50–59",4626836,120158,4506678,NA,NA,NA,90.2,2.3,87.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4950","Canada",2021-11-20,"60–69",4480230,82471,4397759,NA,NA,NA,92.6,1.7,90.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4951","Canada",2021-11-20,"70–79",2956541,42966,2913575,NA,NA,NA,94.3,1.4,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4952","Canada",2021-11-20,"80+",1629758,37766,1591992,NA,NA,NA,95.1,2.2,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4953","Canada",2021-11-20,"All ages",29970720,1102010,28868710,NA,NA,NA,78.4,2.9,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4954","Newfoundland and Labrador",2021-11-20,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4955","Newfoundland and Labrador",2021-11-20,"05–11",40,6,34,NA,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4956","Newfoundland and Labrador",2021-11-20,"12–17",31636,2490,29146,NA,NA,NA,NA,7.9,92.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4957","Newfoundland and Labrador",2021-11-20,"18–29",62701,5466,57235,NA,NA,NA,92.9,8.1,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4958","Newfoundland and Labrador",2021-11-20,"30–39",57981,4357,53624,NA,NA,NA,98.8,7.4,91.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4959","Newfoundland and Labrador",2021-11-20,"40–49",65296,3357,61939,NA,NA,NA,NA,5.1,94.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4960","Newfoundland and Labrador",2021-11-20,"50–59",80315,3221,77094,NA,NA,NA,97.9,3.9,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4961","Newfoundland and Labrador",2021-11-20,"60–69",81343,2224,79119,NA,NA,NA,98.7,2.7,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4962","Newfoundland and Labrador",2021-11-20,"70–79",55163,1356,53807,NA,NA,NA,97.4,2.4,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4963","Newfoundland and Labrador",2021-11-20,"80+",22569,931,21638,NA,NA,NA,95.7,3.9,91.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4964","Newfoundland and Labrador",2021-11-20,"All ages",457061,23413,433648,NA,NA,NA,87.8,4.5,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4965","Prince Edward Island",2021-11-20,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4966","Prince Edward Island",2021-11-20,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
